epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,32003.5,1.60285,2.40385,1.42434,0.21192,0.2096,0.14069,0.08562,2.57995,3.51777,2.11094,5.73573e-05,5.73573e-05,5.73573e-05
101,32870.4,1.59029,2.39552,1.38551,0.16173,0.22847,0.16521,0.1023,2.55709,3.54157,2.08965,5.4775e-05,5.4775e-05,5.4775e-05
102,33740.3,1.60884,2.39245,1.40081,0.17557,0.22171,0.15543,0.092,2.58173,3.56449,2.11844,5.21928e-05,5.21928e-05,5.21928e-05
103,34533.5,1.55282,2.39855,1.38291,0.20427,0.20633,0.15211,0.08161,2.58822,3.56312,2.12512,4.96105e-05,4.96105e-05,4.96105e-05
104,35453.1,1.56052,2.38018,1.40634,0.15332,0.21022,0.12897,0.07268,2.57941,3.56582,2.1217,4.70283e-05,4.70283e-05,4.70283e-05
105,36463.1,1.55216,2.34537,1.37627,0.15942,0.21069,0.16448,0.08881,2.58999,3.55249,2.12532,4.4446e-05,4.4446e-05,4.4446e-05
106,37388.7,1.45844,2.31274,1.32955,0.19896,0.24103,0.16266,0.07786,2.61261,3.67913,2.13539,4.18638e-05,4.18638e-05,4.18638e-05
107,38288.5,1.43632,2.29446,1.31622,0.2006,0.23885,0.16978,0.08981,2.61435,3.66102,2.11967,3.92815e-05,3.92815e-05,3.92815e-05
108,39202.2,1.44911,2.26723,1.31647,0.20241,0.23145,0.13003,0.07066,2.61091,3.61658,2.12572,3.66992e-05,3.66992e-05,3.66992e-05
109,40013,1.40378,2.24471,1.2913,0.19965,0.23084,0.15896,0.08396,2.62607,3.63466,2.15721,3.4117e-05,3.4117e-05,3.4117e-05
110,40748.1,1.38581,2.25328,1.28575,0.17253,0.2834,0.15807,0.08661,2.61018,3.64278,2.14542,3.15348e-05,3.15348e-05,3.15348e-05
111,41391.8,1.39517,2.2343,1.2833,0.17645,0.28396,0.16174,0.0845,2.60699,3.60463,2.14329,2.89525e-05,2.89525e-05,2.89525e-05
112,42095.2,1.40632,2.25282,1.2825,0.17657,0.28245,0.15313,0.07733,2.61943,3.64266,2.15326,2.63702e-05,2.63702e-05,2.63702e-05
113,42912,1.39491,2.21388,1.27857,0.17632,0.28548,0.15558,0.07965,2.62933,3.65315,2.16414,2.3788e-05,2.3788e-05,2.3788e-05
114,43594.8,1.37699,2.24109,1.28089,0.17422,0.28513,0.15392,0.07869,2.64042,3.61979,2.17773,2.12058e-05,2.12058e-05,2.12058e-05
115,44301.6,1.42245,2.23183,1.28867,0.17675,0.28225,0.15361,0.07756,2.63181,3.60849,2.17742,1.86235e-05,1.86235e-05,1.86235e-05
116,45121.5,1.3843,2.23374,1.27221,0.17028,0.28621,0.14068,0.08235,2.62599,3.60642,2.18406,1.60412e-05,1.60412e-05,1.60412e-05
117,45919.7,1.40174,2.21717,1.29122,0.16973,0.28566,0.14855,0.07828,2.62452,3.6207,2.17794,1.3459e-05,1.3459e-05,1.3459e-05
118,46804.8,1.37111,2.2062,1.2846,0.173,0.2817,0.12926,0.07472,2.62161,3.61428,2.17427,1.08768e-05,1.08768e-05,1.08768e-05
119,47677.5,1.35132,2.23063,1.25842,0.17155,0.28566,0.13712,0.08415,2.62097,3.61649,2.16988,8.2945e-06,8.2945e-06,8.2945e-06
120,48828.2,1.39419,2.21396,1.30339,0.17753,0.28566,0.12686,0.07505,2.62335,3.60987,2.16359,5.71225e-06,5.71225e-06,5.71225e-06
